,artist,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms
43,Bruno Mars,That's What I Like,0KKkJNfGyhkQ5aFogxQAPU,0.853,0.56,1,-4.961,1,0.0406,0.0,0.0944,0.86,134.066,206693
44,Charlie Puth,Attention,5cF0dROlMOK5uNZtivgu50,0.775,0.613,3,-4.586,0,0.0542,2.33e-05,0.134,0.797,100.066,208787
45,Portugal. The Man,Feel It Still,6QgjcU0zLnzq5OrUoSZ3OK,0.801,0.795,1,-5.115,0,0.0504,0.000113,0.0717,0.754,79.028,163253
46,Camila Cabello,Never Be the Same,4eWQlBRaTjPPUlzacqEeoQ,0.637,0.713,0,-4.333,1,0.0747,0.000637,0.137,0.243,129.923,226973
47,Post Malone,I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,0.556,0.538,8,-5.408,0,0.0382,0.0,0.196,0.291,143.95,223347
48,David Guetta,Flames,33IOhptvC2Qoy2UhjiHXLV,0.609,0.726,5,-4.346,0,0.0414,8.45e-06,0.0895,0.362,93.958,195000
49,JP Cooper,September Song,0zbzrhfVS9S2TszW3wLQZ7,0.614,0.615,0,-6.7,0,0.0444,0.0,0.0921,0.374,95.941,220291
50,Clean Bandit,Solo (feat. Demi Lovato),3NuK5xMlSlB6K2Qp16zf3h,0.74,0.622,11,-4.608,0,0.0446,4.85e-05,0.356,0.556,104.966,222707
51,DJ Khaled,No Brainer,5WvAo7DNuPRmk4APhdPzi8,0.552,0.76,0,-4.706,1,0.342,0.0,0.0865,0.639,135.702,260000
52,Ella Mai,Trip,6CTWathupIiDs7U4InHnDA,0.477,0.61,11,-5.628,0,0.144,0.0,0.107,0.358,79.882,213993
53,Camila Cabello,Havana (feat. Young Thug),1rfofaqEpACxVEHIZBJe6W,0.765,0.523,2,-4.333,1,0.03,3.56e-05,0.132,0.394,104.988,217307
54,Post Malone,Congratulations,3a1lNhkSLSkpJE4MSHpDu9,0.63,0.804,6,-4.183,1,0.0363,0.0,0.253,0.492,123.146,220293
55,ZAYN,Dusk Till Dawn - Radio Edit,1j4kHkkpqZRBwE0A4CN4Yv,0.258,0.437,11,-6.593,0,0.039,1.27e-06,0.106,0.0967,180.043,239000
56,Zedd,Happy Now,4keoy2fqgwGnbWlm3ZVZFa,0.503,0.741,4,-5.128,1,0.047,1.49e-06,0.0712,0.458,88.335,207030
57,5 Seconds of Summer,Youngblood,2iUXsYOEPhVqEBwsqP70rE,0.596,0.854,7,-5.114,0,0.463,0.0,0.124,0.152,120.274,203418
58,Selena Gomez,Back To You,514rhnksEwHUh6LxXsQ4Y9,0.6,0.683,6,-6.271,1,0.0493,1.26e-06,0.11,0.494,102.036,210240
59,Troye Sivan,My My My!,1YHT1FZv5t3ZFLsVPuy6Rq,0.701,0.458,1,-7.749,1,0.0836,0.000151,0.045,0.482,102.967,204727
60,Halsey,Now Or Never,7i2DJ88J7jQ8K7zqFX2fW8,0.67,0.585,6,-4.861,0,0.0354,1.11e-06,0.131,0.447,110.03,214802
61,Macklemore,Good Old Days (feat. Kesha),2Za1AlJNvksouPPWbXpR2X,0.712,0.51,8,-8.162,1,0.0633,2.46e-05,0.112,0.268,122.964,240507
62,ZAYN,PILLOWTALK,0PDUDa38GO8lMxLCRc4lL1,0.584,0.7,11,-4.275,1,0.0456,0.0,0.0939,0.438,124.944,202747
63,Meghan Trainor,Me Too,3KwwE4sgCzMaKWq6QBebmX,0.934,0.694,11,-5.849,0,0.101,1.2e-06,0.478,0.835,123.829,181240
64,Cardi B,I Like It,58q2HKrzhC3ozto2nDdN4z,0.816,0.726,5,-3.998,0,0.129,0.0,0.372,0.65,136.048,253390
65,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),7iDa6hUg2VgEL1o1HjmfBn,0.643,0.783,10,-6.458,1,0.0856,0.0,0.083,0.579,154.084,163870
66,SZA,Love Galore (feat. Travis Scott),0q75NwOoFiARAVp4EXU4Bs,0.795,0.594,0,-6.2,1,0.0747,0.0,0.162,0.409,135.002,275080
67,Halsey,Bad At Love,7y9iMe8SOB6z3NoHE2OfXl,0.675,0.751,0,-3.539,1,0.0296,0.0,0.0893,0.612,118.384,181279
68,Niall Horan,Slow Hands,167NczpNbRF7oWakJaY3Hh,0.728,0.426,0,-6.69,1,0.0509,0.0,0.0546,0.844,85.908,188174
69,Paramore,Hard Times,5hHudNsfZXmdgefWxAX2LG,0.695,0.818,5,-5.379,0,0.0334,4.87e-06,0.0219,0.916,119.965,182693
70,Gryffin,Feel Good,6lcSHIwCOopIcW5cT5NXHI,0.62,0.713,2,-4.753,1,0.0342,3.3e-06,0.222,0.451,137.957,248156
71,Miley Cyrus,Malibu,2habSXqcJGExM6JJyskY7O,0.565,0.782,8,-6.413,1,0.0506,4.16e-05,0.0757,0.4,140.004,231906
72,5 Seconds of Summer,She's Kinda Hot,5fsQSDifYpjfbCqvZKPVBj,0.664,0.908,4,-4.806,1,0.0317,0.0,0.109,0.889,118.031,216454
73,Adele,Send My Love (To Your New Lover),3KZcrZ36LW9RnChK1iIkth,0.688,0.532,6,-8.361,0,0.0875,3.08e-06,0.172,0.565,164.068,223079
74,Alan Walker,Faded,7gHs73wELdeycvS48JfIos,0.589,0.651,6,-5.097,1,0.0306,3.2e-06,0.111,0.166,90.011,212627
0,Ozuna,Tú Foto,5zSOVwaY3sVjnmLhuEfsuf,0.748,0.565,7,-5.895,1,0.0476,0.00169,0.103,0.812,175.92,193227
1,Daddy Yankee,La Rompe Corazones,2Q85xwXagilpHKTfdrbC7M,0.685,0.859,5,-2.595,0,0.0553,0.0,0.317,0.891,176.018,204520
2,Maluma,Felices los 4,1RouRzlg8OKFeqc6LvdxmB,0.766,0.756,5,-5.861,1,0.132,0.0,0.349,0.716,94.027,230000
3,Wisin,Escápate Conmigo (feat. Ozuna),1KSqYYJFyfTecXFk9M0prc,0.744,0.859,11,-3.166,1,0.0795,6.27e-05,0.0881,0.787,91.977,232787
4,Danny Ocean,Me Rehúso,6ifUES3keWjwXgae8pXI3o,0.744,0.804,1,-6.327,1,0.0677,0.0,0.0494,0.426,104.823,205715
5,Becky G,Mayores,7JNh1cfm0eXjqFVOzKLyau,0.743,0.855,5,-3.976,0,0.0436,0.0045,0.099,0.871,96.989,202453
6,Nicky Jam,El Amante,3umS4y3uQDkqekNjVpiRUs,0.683,0.691,8,-5.535,1,0.0432,0.0,0.14,0.732,179.91,219507
7,Ozuna,Se Preparó,1m69ELEgE6k5ZWsap40ozt,0.739,0.821,1,-4.233,1,0.0852,9.6e-06,0.311,0.693,171.077,188080
8,Zion & Lennox,Otra vez (feat. J Balvin),3QwBODjSEzelZyVjxPOHdq,0.832,0.772,10,-5.429,1,0.1,0.000486,0.44,0.704,96.016,209453
9,Piso 21,Me llamas (feat. Maluma) - Remix,5hEM0JchdVzQ5PwvSfITeX,0.76,0.838,7,-3.828,0,0.0529,1.3e-06,0.0664,0.745,93.05,210323
10,CNCO,Hey DJ,1XgpK29CGGjZnxPYkiRbh4,0.798,0.809,5,-6.152,1,0.0839,0.0,0.214,0.471,90.006,206920
11,J Balvin,Sigo Extrañándote,0k23rRi1B8ZHrKtzECGoyk,0.896,0.859,11,-4.232,0,0.211,0.000115,0.212,0.938,93.016,201280
12,Manuel Turizo,Una Lady Como Tú,7MHN1aCFtLXjownGhvEQlF,0.788,0.477,4,-7.348,1,0.0434,0.0,0.349,0.86,94.983,213027
13,Romeo Santos,Bella y Sensual,0ERbK7qVqveCaBWIiYCrl3,0.635,0.713,11,-6.909,1,0.0937,0.0,0.0506,0.749,179.864,204701
14,Ozuna,Dile Que Tu Me Quieres,5u5MvmVtitax9R1Mxh3reC,0.773,0.757,1,-4.959,1,0.0526,3.73e-06,0.0727,0.858,88.006,226520
15,Shakira,Perro Fiel (feat. Nicky Jam),70lnL3QaSOIIyMa2X9aVRL,0.75,0.76,1,-4.836,1,0.198,0.0,0.0548,0.893,183.817,195213
16,Wisin,Vacaciones,1rXojdsUqqxGj2WCmJGWHP,0.777,0.911,6,-3.223,0,0.173,0.0,0.257,0.704,96.017,238813
17,CNCO,Reggaetón Lento (Bailemos),3AEZUABDXNtecAOSC1qTfo,0.761,0.838,4,-3.073,0,0.0502,0.0,0.176,0.71,93.974,222560
18,Nacho,Báilame - Remix,4l3xGFwoTinvYxsePytOOf,0.646,0.865,6,-4.215,1,0.0983,4.16e-06,0.11,0.762,191.954,217093
19,J Balvin,Safari,456xBIOmLRoLzCvCzZrWge,0.689,0.675,0,-4.281,1,0.32,3.17e-06,0.115,0.604,180.065,205600
20,Nicky Jam,Si Tú La Ves (feat. Wisin),4yN6xPLopmTLvc27pO9LIE,0.685,0.731,5,-5.119,0,0.093,0.0,0.0722,0.786,177.912,221027
21,Ozuna,Quiero Repetir,0MIcPSq9n2z5H8TAfEstri,0.608,0.753,0,-4.748,0,0.368,0.0,0.0996,0.482,97.626,200987
22,Maluma,Borro Cassette,6DUdDIRgLqCGq1DwkNWQTN,0.73,0.701,5,-5.885,0,0.106,0.0,0.151,0.785,175.95,207307
23,Joey Montana,Suena El Dembow,0woHVOh3KXLSDv8VU9XwZ4,0.695,0.856,0,-4.446,1,0.0547,0.0,0.116,0.728,91.911,195813
24,Daddy Yankee,Dura,6KuqAtoeVzxAYOaMveLNpH,0.783,0.84,1,-3.416,1,0.051,0.0,0.412,0.839,95.001,200480
25,Ricky Martin,Vente Pa' Ca (feat. Maluma),7DM4BPaS7uofFul3ywMe46,0.663,0.92,11,-4.07,0,0.226,1.69e-05,0.101,0.533,99.935,259196
26,CNCO,Mamita,71GAvRsilpo9pqd0vYn8Mo,0.803,0.705,10,-5.316,1,0.0624,3.6e-06,0.147,0.49,90.995,174200
27,J Alvarez,Esa Boquita,2750mEBxU1e9dpFMHEW9Q9,0.731,0.737,11,-3.807,0,0.131,0.0,0.0617,0.936,180.032,209112
28,Ozuna,Noches de Aventura,4iDaYVSL0zwFLacCt0F7h9,0.763,0.753,2,-4.554,1,0.152,0.0,0.0691,0.641,183.938,236707
29,Amenazzy,Solo,6kTMnty169llVx9sGHb6LD,0.637,0.513,11,-6.846,0,0.283,0.000571,0.0981,0.27,196.088,231909
30,Plan B,Fanática Sensual,5ZFpEsxK5VlLkJi3v7ar2Y,0.793,0.853,1,-3.655,1,0.0477,0.0,0.085,0.906,164.022,240320
31,Farruko,Obsesionado,5Jt4zdXTd9y1zxihiNYQI1,0.696,0.876,11,-4.104,0,0.0801,0.0,0.0687,0.669,169.027,211813
32,Baby Rasta & Gringo,Me Niegas,1o6DL0otgQMsUebziSC7kA,0.679,0.713,8,-6.625,1,0.0499,0.17,0.239,0.882,173.995,201947
33,Zion & Lennox,Pierdo la Cabeza,53LxOQIcSZe71SF9IS0Z7b,0.782,0.781,0,-5.992,1,0.0347,2.64e-05,0.249,0.64,93.017,222040
34,Nacho,No Te Vas - Remix,0UU6IOw7aZcUIu0iW7EfVW,0.701,0.772,8,-5.458,1,0.184,1.1e-06,0.0959,0.801,187.971,226947
35,De La Ghetto,La fórmula (feat. Chris Jeday),55NwAn7bAl1edTEg1azLOW,0.691,0.813,2,-3.208,0,0.0721,5.04e-05,0.242,0.758,172.047,232973
36,Nicky Jam,Hasta el Amanecer,5Fim1gaXBgsiFfsQAfQSDS,0.832,0.608,6,-6.042,0,0.0385,0.0,0.0761,0.589,94.013,198707
37,Cosculluela,Madura (feat. Bad Bunny),0r9d60ZYPAlFHq8qnUtkXN,0.878,0.555,1,-7.639,0,0.202,1.34e-06,0.151,0.751,88.029,190909
38,Farruko,Chillax (feat. Ky-Mani Marley),1lxswgIpzV6HhENRvkflES,0.827,0.646,1,-4.727,0,0.0766,0.0,0.247,0.512,92.057,197840
39,Arcangel,50 Sombras de Austin,1bbe3DdV3LBSP0grOtG91I,0.701,0.808,9,-4.949,1,0.112,0.0,0.099,0.787,180.067,195373
40,Maluma,El Perdedor,1iEwyiSLAunPR6uouANE0O,0.702,0.73,0,-5.173,0,0.099,1.25e-06,0.148,0.879,173.967,206693
41,J Balvin,6 AM,3uvypVUsiIr1B0BccIcsEh,0.746,0.746,5,-5.046,0,0.102,0.0,0.274,0.733,175.965,243227
42,Natti Natasha,Criminal,6Za3190Sbw39BBC77WSS1C,0.814,0.813,2,-3.023,0,0.0561,9.33e-05,0.255,0.839,79.997,232550
43,Nicky Jam,Hasta el Amanecer (feat. Daddy Yankee) - The Remix,4bisT9khxJYFKaoG8pxq5h,0.823,0.721,6,-5.164,0,0.0408,0.0,0.0593,0.669,93.976,188467
44,Cosculluela,Prrrum,23YEpFgAVvr0w3cDm7EQ1Q,0.832,0.731,1,-4.815,1,0.228,0.0,0.344,0.712,90.069,238476
45,Farruko,Nena Fichu,2mIhnz6uEyGqXDaYUtr87x,0.691,0.69,9,-5.805,0,0.0482,0.0,0.291,0.886,171.967,208274
46,J Alvarez,Regalame Una Noche,534weu3DIwV9UELLTGanOC,0.717,0.636,6,-6.604,0,0.0356,0.0,0.328,0.675,89.978,249827
47,Maluma,El Tiki,5WdSPcKgxWirPXVM7f6xXZ,0.819,0.829,1,-3.416,1,0.0603,0.000424,0.144,0.717,91.993,179587
48,Joey Montana,Picky,4tPL9PeVZY4c0jUPtSD5nx,0.783,0.748,8,-4.683,1,0.0892,0.0,0.173,0.806,93.222,182747
49,Alex Sensation,Que Va,6J1R5wtPXiHiwiPstOSI56,0.766,0.827,0,-3.332,1,0.0538,0.0,0.0518,0.831,91.03,238160
50,Nicky Jam,El Perdón,7qCAVkHWZkF44OzOUKf8Cr,0.628,0.69,8,-5.828,1,0.0511,0.0,0.112,0.662,179.911,205907
51,Zion & Lennox,Embriágame,07YFRv1Rj2iTtA7NY3CTcY,0.65,0.741,7,-5.459,1,0.0319,1.81e-05,0.119,0.603,90.998,219427
52,Farruko,Web Cam,5GuWPgbyi879jGbQDdfM7V,0.748,0.758,7,-6.015,1,0.0471,0.0,0.389,0.533,80.995,206263
53,Cosculluela,Te busco (feat. Nicky Jam),6wHm04cn5HxK6pE2ITEdUS,0.743,0.773,9,-4.787,1,0.109,0.0,0.0896,0.794,88.95,233667
54,Wisin & Yandel,Hipnotízame,41IrY9OFcaWVnEojXftyVh,0.797,0.828,0,-3.972,1,0.115,0.0,0.434,0.572,79.992,243387
55,Anuel AA,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",5q2JbCNi4FcnglgPfxcV65,0.639,0.869,11,-4.024,1,0.147,0.0,0.0802,0.767,169.801,307910
56,DJ Nelson,Ayer,67LNc70FgGcKHgRQtn3o33,0.784,0.665,2,-4.9,1,0.0806,2.95e-05,0.0953,0.763,91.969,280000
57,Nicky Jam,Travesuras,1PtL0YQRtq3qxDGUSwZPJ5,0.77,0.79,10,-5.453,0,0.0814,0.0,0.0829,0.872,93.97,195453
58,Becky G,Sola,7bXlUbUvMs1kKr6ynIISCd,0.685,0.779,4,-3.912,0,0.0571,0.000104,0.421,0.513,95.021,235067
59,Farruko,Passion Whine,40LW0IOX1DDxqvnTLpAKrq,0.756,0.69,10,-3.87,0,0.0656,0.0,0.0586,0.783,162.005,213312
60,Yandel,Como Antes (feat. Wisin),5YzA563GXTuwQaRq24z1k5,0.813,0.876,1,-4.278,0,0.172,0.0,0.394,0.746,94.987,210773
61,Alexis y Fido,A Ti Te Encanta,4Gw4Ewchd7h74Yeawx973A,0.859,0.79,1,-4.317,0,0.13,4.44e-06,0.288,0.773,93.99,212866
62,J Balvin,Ginza,4rrkKXxlsrze8bVEzRaTFV,0.784,0.814,10,-6.475,0,0.0806,0.000436,0.0781,0.835,102.052,170186
63,Sebastian Yatra,Alguien Robo,5i50gKdLAjjIr7UxRT5IVy,0.745,0.921,0,-2.674,1,0.082,0.0,0.178,0.651,92.973,223613
64,Klasico,Corazon De Seda (feat. Ozuna),0uRHot8ml8U8cYVwwzMwNT,0.841,0.694,7,-5.114,0,0.0937,0.0,0.102,0.83,90.034,186976
65,Enrique Iglesias,EL BAÑO (feat. Bad Bunny),2vvdTrdryjsl8DmPIMDWZU,0.719,0.842,6,-3.562,0,0.0383,0.0,0.105,0.534,90.017,228139
66,Reik,Me Niego (feat. Ozuna & Wisin),6jA8JUuPCGYjFcgw0AoM5T,0.777,0.779,0,-4.449,0,0.0972,0.0,0.636,0.768,94.023,221653
67,Prince Royce,El Clavo,0LKErfBZ5FbBiLB4OcZRbL,0.827,0.78,11,-3.315,0,0.133,0.0,0.133,0.658,80.015,172749
68,Brytiago,Asesina - Original mix,6PniMs08lEakpuRp2nsMGv,0.835,0.703,10,-4.177,0,0.231,0.0,0.144,0.502,94.211,187255
69,Feid,Que Raro,3RUHPSTkBa7gWMc1Z29cTl,0.751,0.773,5,-7.63,0,0.292,0.00113,0.463,0.781,171.837,229240
70,Nacho,Báilame,7lRsNbdOGykkMAgsqs4R1C,0.817,0.869,6,-4.791,1,0.18,0.00226,0.0497,0.561,96.029,207200
71,Daddy Yankee,Hula Hoop,7ztcWZ0EB6akSzlb8BUaqG,0.798,0.818,6,-4.628,1,0.0801,0.00315,0.0942,0.951,176.0,236493
72,KAROL G,A Ella,4N5qvaVICVIRxBXGW3FwGa,0.73,0.769,2,-4.936,1,0.178,2.06e-05,0.136,0.594,181.931,198720
73,Baby Rasta & Gringo,Amor Prohibido,28QkqSjl1Pi0niDc20RDl0,0.753,0.854,8,-6.177,1,0.0606,3.71e-06,0.0667,0.693,87.017,213000
74,Pitbull,Como Yo Le Doy - Remix,2iRZ0Gh5gT0vtlibKSOzLm,0.766,0.863,7,-3.83,1,0.0801,0.0,0.316,0.818,97.966,262250
